unit	function	size	fuzzy	verdict	reason
mario/Enemy/BossHanachanSub	BHSCalcCentrifugalForce__FRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>f	688	99.84	EQUIVALENT	L1: frame 160/128
mario/Enemy/BossHanachanSub	BHSCalcRevisionDistXZByRotateZ__FfffPfPf	140	94.03	EQUIVALENT	L2: frame 88/80
mario/Enemy/BossHanachanSub	__ct__11TSphereLinkFUsRCQ29JGeometry8TVec3<f>ffffff	480	99.89	EQUIVALENT	L1
mario/Enemy/BossHanachanSub	moveHead__11TSphereLinkFRCQ29JGeometry8TVec3<f>	980	91.80	UNSUPPORTED	stack: access inside address-taken object differs (P 184 vs Q 108)
mario/Enemy/BossHanachanSub	setDegreeZAndRevisionPosXZ__11TSphereLinkFif	540	98.19	EQUIVALENT	L2
mario/Enemy/BossHanachanMain	init__13TBossHanachanFP12TLiveManager	1352	99.83	EQUIVALENT	L1
mario/Enemy/BossHanachanMain	throwMario___13TBossHanachanFP9THitActor	896	97.56	EQUIVALENT	L2
mario/Enemy/BossHanachanMain	CalcRevisionPosByRotateZ__FRCQ29JGeometry8TVec3<f>fP3Vec	208	95.58	EQUIVALENT	L2
mario/Enemy/BossHanachanMain	bind__13TBossHanachanFv	780	99.86	EQUIVALENT	L1
mario/Enemy/BossHanachanMain	perform__13TBossHanachanFUlPQ26JDrama9TGraphics	6108	98.19	UNSUPPORTED	stack: address-taken object layout differs (P 1112 vs Q 840)
mario/Enemy/BossHanachanMain	execWalk__13TBossHanachanFb	500	99.68	EQUIVALENT	L1
mario/Enemy/BossHanachanMain	execSlip__13TBossHanachanFv	928	99.90	EQUIVALENT	L1
mario/Enemy/BossHanachanMain	execDamage__13TBossHanachanFv	736	97.04	EQUIVALENT	L2
mario/Enemy/BossHanachanAnm	setHeadAndBodyAnm__13TBossHanachanF23EnumBossHanachanAnmKind36EnumBossHanachanStopMotionBlendOnOff	288	98.61	EQUIVALENT	L1
mario/Enemy/BossHanachanAnm	changeAnmRateAndFrameUpdate___13TBossHanachanFv	1644	99.91	EQUIVALENT	L1
mario/Enemy/BossHanachanParts	considerSetAnm___22TBossHanachanPartsBaseF24EnumBossHanachanNerveAnm	1844	99.95	EQUIVALENT	L1: frame 272/232
mario/Enemy/BossHanachanParts	setAnm___22TBossHanachanPartsBodyF23EnumBossHanachanAnmKind36EnumBossHanachanStopMotionBlendOnOff	308	93.10	EQUIVALENT	L2
mario/Enemy/amiNoko	init__8TAmiNokoFP12TLiveManager	548	99.91	UNSUPPORTED	stack: address-taken object extent differs (P 112..152 vs Q 108..152)
mario/Enemy/amiNoko	isHitValid__8TAmiNokoFUl	344	99.65	EQUIVALENT	L1
mario/Enemy/amiNoko	calcDirection__8TAmiNokoFv	1720	99.49	DIFFERENT	block 26 effect 2 icall args differ: f2: 0x1c18 'bclrl 20,lt,0' vs 0x2334 'bclrl 20,lt,0'
mario/Enemy/amiNoko	calcRootMatrix__8TAmiNokoFv	704	96.19	UNSUPPORTED	stack: access inside address-taken object differs (P 68 vs Q 80)
mario/Enemy/amiNoko	bind__8TAmiNokoFv	556	99.95	EQUIVALENT	L1
mario/Enemy/amiNoko	execute__24TNerveAmiNokoWalkOnFenceCFP24TSpineBase<10TLiveActor>	1144	99.96	EQUIVALENT	L1
mario/Enemy/amiNoko	execute__16TNerveAmiNokoDieCFP24TSpineBase<10TLiveActor>	1192	99.93	EQUIVALENT	L1
mario/Enemy/gatekeeper	init__17TBiancoGateKeeperFP12TLiveManager	1888	99.68	UNSUPPORTED	stack: address-taken object layout differs (P 404 vs Q 332)
mario/Enemy/BossHanachanEffect	emitParticle___13TBossHanachanFv	1044	99.61	UNSUPPORTED	stack: address-taken object extent differs (P 112..200 vs Q 76..168)
mario/Enemy/bgtentacle	calc__18TBGTentacleMtxCalcFUs	1980	99.65	DIFFERENT	block 23 effect 0 address differs: 0x4c00 'lfs f4,0(r24)' vs 0x56d4 'lfs f5,32(r25)'
mario/Enemy/bgtentacle	moveRequest__10TBGTakeHitFRCQ29JGeometry8TVec3<f>	744	99.76	UNSUPPORTED	stack: address-taken object extent differs (P 244..272 vs Q 240..272)
mario/Enemy/bgtentacle	perform__10TBGTakeHitFUlPQ26JDrama9TGraphics	1844	98.64	UNSUPPORTED	stack: address-taken object extent differs (P 436..576 vs Q 280..424)
mario/Enemy/bgtentacle	perform__12TBGAttackHitFUlPQ26JDrama9TGraphics	1028	99.75	EQUIVALENT	L1: frame 232/168
mario/Enemy/bgtentacle	__ct__11TBGTentacleFP10TBossGessoii	1396	99.17	UNSUPPORTED	stack: address-taken object layout differs (P 276 vs Q 232)
mario/Enemy/bgtentacle	setAttackTarget__11TBGTentacleFv	1132	95.52	UNSUPPORTED	stack: access inside address-taken object differs (P 292 vs Q 140)
mario/Enemy/bgtentacle	moveNode__11TBGTentacleFv	2400	99.61	UNSUPPORTED	stack: inconsistent slot mapping (P 444 vs Q 288)
mario/Enemy/bgtentacle	calcAttackGuideAnm__11TBGTentacleFv	1152	98.94	UNSUPPORTED	stack: access inside address-taken object differs (P 276 vs Q 328)
mario/Enemy/hauntLeg	HauntLegCallback__FP7J3DNodei	368	94.01	UNSUPPORTED	stack: unpaired address-taken slot
mario/Enemy/hauntLeg	initSetEnemies__16THauntLegManagerFv	452	99.79	EQUIVALENT	L1
mario/Enemy/hauntLeg	init__9THauntLegFP12TLiveManager	364	99.96	EQUIVALENT	L1
mario/Enemy/hauntLeg	calcRootMatrix__9THauntLegFv	1032	99.64	EQUIVALENT	L1: frame 376/312
mario/Enemy/hauntLeg	execute__19TNerveHauntLegHauntCFP24TSpineBase<10TLiveActor>	756	99.96	EQUIVALENT	L1
mario/Enemy/wireTrap	load__9TWireTrapFR20JSUMemoryInputStream	544	99.91	UNSUPPORTED	stack: address-taken object extent differs (P 140..168 vs Q 136..168)
mario/Enemy/wireTrap	calcRootMatrix__9TWireTrapFv	1500	96.94	EQUIVALENT	L2: frame 472/464
mario/Enemy/wireTrap	checkHitActors__9TWireTrapFv	1440	99.04	EQUIVALENT	L2: frame 448/304
mario/Enemy/wireTrap	execute__24TNerveWireTrapReturnMoveCFP24TSpineBase<10TLiveActor>	488	99.90	EQUIVALENT	L1: frame 104/96
mario/Enemy/wireTrap	execute__24TNerveWireTrapOnewayMoveCFP24TSpineBase<10TLiveActor>	912	99.90	EQUIVALENT	L1: frame 136/128
mario/Enemy/wireTrap	execute__20TNerveWireTrapSearchCFP24TSpineBase<10TLiveActor>	648	99.03	EQUIVALENT	L2: frame 160/136
mario/Enemy/rocket	initSetEnemies__14TRocketManagerFv	356	99.94	EQUIVALENT	L1
mario/Enemy/rocket	calcRootMatrix__7TRocketFv	972	98.99	DIFFERENT	block 14 branch: 0x10e0 'bc 12,eq,1108 <calcRootMatrix__7TRocketFv+0x260>' vs 0x1470 'bc 12,eq,1498 <calcRootMatrix__7TRocketFv+0x260>'
mario/Enemy/rocket	setDeadAnm__7TRocketFv	236	91.71	EQUIVALENT	L2: frame 152/104
mario/Enemy/rocket	execute__27TNerveRocketPossessedNozzleCFP24TSpineBase<10TLiveActor>	668	99.95	EQUIVALENT	L1: frame 160/64
mario/Enemy/rocket	execute__15TNerveRocketFlyCFP24TSpineBase<10TLiveActor>	592	98.94	UNSUPPORTED	stack: access inside address-taken object differs (P 132 vs Q 88)
mario/Enemy/Kazekun	SMS_CalcToDirMatrix__FRQ29JGeometry64TPosition3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>RCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	572	97.69	EQUIVALENT	L1: frame 208/192
mario/Enemy/Kazekun	calcRootMatrix__8TKazekunFv	580	98.08	DIFFERENT	block 20 effect 2 call args differ: f6/f8: 0x281c 'bl 281c <calcRootMatrix__8TKazekunFv+0x20c>' vs 0x3cbc 'bl 3cbc <calcRootMatrix__8TKazekunFv+0x20c>'
mario/Enemy/Kazekun	flyAroundMario__8TKazekunFv	916	97.28	UNSUPPORTED	stack: address-taken object layout differs (P 212 vs Q 196)
mario/Enemy/Kazekun	doAttackPose__8TKazekunFb	1316	89.50	UNSUPPORTED	stack: address-taken object layout differs (P 408 vs Q 496)
mario/Enemy/Kazekun	getQuat__Q29JGeometry64TRotation3<Q29JGeometry38TMatrix34<Q29JGeometry13SMatrix34C<f>>>CFRQ29JGeometry9TQuat4<f>	688	99.53	EQUIVALENT	L1
mario/Enemy/Kazekun	execute__19TNerveKazekunAttackCFP24TSpineBase<10TLiveActor>	1408	99.89	UNSUPPORTED	stack: address-taken object layout differs (P 216 vs Q 220)
mario/Enemy/bossManta	execute__15TNerveMantaMoveCFP24TSpineBase<10TLiveActor>	2484	98.93	EQUIVALENT	L2: frame 304/504
mario/Enemy/bossManta	getIntoGraphVec__10TBossMantaFPQ29JGeometry8TVec3<f>	656	99.89	EQUIVALENT	L1
mario/Enemy/bossManta	init__10TBossMantaFP12TLiveManager	660	99.14	UNSUPPORTED	stack: address-taken object layout differs (P 140 vs Q 144)
mario/Enemy/bossManta	moveObject__10TBossMantaFv	480	99.97	UNSUPPORTED	stack: address-taken object extent differs (P 32..96 vs Q 36..96)
mario/Enemy/bossManta	collidedWithWater__10TBossMantaFv	1164	99.91	EQUIVALENT	L1: frame 160/168
mario/Enemy/bossManta	control__10TBossMantaFv	604	99.92	UNSUPPORTED	stack: address-taken object layout differs (P 272 vs Q 272)
mario/Enemy/bossManta	calcRootMatrix__10TBossMantaFv	288	99.03	EQUIVALENT	L1
mario/Enemy/bossManta	updateAttractor__10TBossMantaFv	1744	99.31	EQUIVALENT	L1: frame 360/368
mario/Enemy/bossManta	__ct__32TBossMantaAdditionalCollisionSetFv	324	99.81	UNSUPPORTED	stack: address-taken object extent differs (P 80..136 vs Q 76..136)
mario/Enemy/bossManta	adapt__32TBossMantaAdditionalCollisionSetFP10TBossManta	212	98.77	EQUIVALENT	L1: frame 128/120
mario/Enemy/bossManta	update__32TBossMantaAdditionalCollisionSetFUlPQ26JDrama9TGraphics	480	99.81	EQUIVALENT	L1: frame 240/152
mario/Enemy/bossManta	loadAfter__17TBossMantaManagerFv	428	98.18	DIFFERENT	block 2 effect 1 call args differ: r5: 0x1320 'bl 1320 <loadAfter__17TBossMantaManagerFv+0x58>' vs 0x183c 'bl 183c <loadAfter__17TBossMantaManagerFv+0x58>'
mario/Enemy/bossManta	drawMantaShadow__17TBossMantaManagerFPQ26JDrama9TGraphics	1712	99.79	UNSUPPORTED	stack: address-taken object layout differs (P 428 vs Q 244)
mario/Enemy/bossManta	setupEfbAlpha__17TBossMantaManagerFPQ26JDrama9TGraphics	692	99.95	EQUIVALENT	L1
mario/Enemy/bossManta	spawn__17TBossMantaManagerFiRCQ29JGeometry8TVec3<f>	508	98.88	EQUIVALENT	L1
mario/Enemy/wireBinder	bind__11TWireBinderFP10TLiveActor	696	99.96	EQUIVALENT	L1
mario/Enemy/yunbo	shotSeeds__6TYumboFv	1272	95.74	UNSUPPORTED	stack: inconsistent slot mapping (P 272 vs Q 352)
mario/Enemy/yunbo	execute__18TNerveYumboDancingCFP24TSpineBase<10TLiveActor>	688	99.98	EQUIVALENT	L1
mario/Enemy/koopajr	calcNearerDirection__14TDirectionCalcFf	160	69.88	UNSUPPORTED	cfg: 6 vs 9 blocks
mario/Enemy/koopajr	sub__14TDirectionCalcFf	160	98.38	EQUIVALENT	L1
mario/Enemy/koopajr	calcTurnDirection__14TDirectionCalcFff	260	98.17	EQUIVALENT	L1: frame 80/72
mario/Enemy/koopajr	perform__8TKoopaJrFUlPQ26JDrama9TGraphics	1232	99.94	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0x3b50 'stw r3,216(r1)' vs 0x5384 'stw r3,264(r1)'
mario/Enemy/koopajr	init__17TKoopaJrSubmarineFP12TLiveManager	1096	94.44	UNSUPPORTED	stack: address-taken object layout differs (P 264 vs Q 276)
mario/Enemy/koopajr	makeCollisionPositions__17TKoopaJrSubmarineFv	220	99.80	EQUIVALENT	L1: frame 128/112
mario/Enemy/koopajr	bind__17TKoopaJrSubmarineFv	244	99.89	EQUIVALENT	L1
mario/Enemy/koopajr	calcRootMatrix__17TKoopaJrSubmarineFv	1088	98.46	EQUIVALENT	L2: frame 480/456
mario/Enemy/koopajr	launchKiller__17TKoopaJrSubmarineFv	312	95.64	DIFFERENT	block 1 effect 6 address differs: 0x14b8 'lwz r29,0(r3)' vs 0x1854 'lwz r29,4(r3)'
mario/Enemy/koopajr	makeKillerVelocity__17TKoopaJrSubmarineFP14TBathtubKillerQ29JGeometry8TVec3<f>	1804	96.56	UNSUPPORTED	stack: address-taken object extent differs (P 196..376 vs Q 224..400)
mario/Enemy/koopajr	makeRelativeAngle__17TKoopaJrSubmarineFv	504	99.63	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0xbe0 'stw r3,116(r1)' vs 0xef4 'stw r3,132(r1)'
mario/Enemy/koopajr	makeRoundVelocity__17TKoopaJrSubmarineFv	716	99.61	EQUIVALENT	L1
mario/Enemy/koopajr	checkNerve__17TKoopaJrSubmarineFv	888	99.56	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0x574 'stw r3,132(r1)' vs 0x738 'stw r3,148(r1)'
mario/Enemy/koopajr	createEnemyInstance__24TKoopaJrSubmarineManagerFv	72	3.89	DIFFERENT	block 1 effect 0: 0x90 'bl 90 <createEnemyInstance__24TKoopaJrSubmarineManagerFv+0x2c>' vs 0x98 'bl 98 <createEnemyInstance__24TKoopaJrSubmarineManagerFv+0x2c>'
mario/Enemy/Kumokun	initAttachPlane__8TKumokunFv	1048	96.51	UNSUPPORTED	stack: unpaired address-taken slot
mario/Enemy/Kumokun	bind__8TKumokunFv	1780	99.51	DIFFERENT	block 34 effect 0: - vs 0x7ad4 'lfs f0,4(r5)'
mario/Enemy/Kumokun	checkOnMovingWall__8TKumokunCFPQ29JGeometry8TVec3<f>PPC12TBGCheckDataRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	884	99.26	UNSUPPORTED	stack: address-taken object extent differs (P 84..256 vs Q 80..248)
mario/Enemy/Kumokun	checkOnMovingFloor__8TKumokunCFPQ29JGeometry8TVec3<f>PPC12TBGCheckDataRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	660	97.95	UNSUPPORTED	stack: unpaired address-taken slot
mario/Enemy/Kumokun	checkOnMovingRoof__8TKumokunCFPQ29JGeometry8TVec3<f>PPC12TBGCheckDataRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	920	99.86	UNSUPPORTED	stack: address-taken object layout differs (P 152 vs Q 152)
mario/Enemy/Kumokun	bindOnFlying__8TKumokunFv	700	99.41	UNSUPPORTED	stack: address-taken object layout differs (P 20 vs Q 88)
mario/Enemy/Kumokun	calcRootMatrix__8TKumokunFv	920	99.97	EQUIVALENT	L1
mario/Enemy/Kumokun	decideTargetAtDir__8TKumokunFRCQ29JGeometry8TVec3<f>	808	98.98	UNSUPPORTED	stack: inconsistent slot mapping (P 172 vs Q 164)
mario/Enemy/Kumokun	rotateGoalDirToLocal__8TKumokunCFRCQ29JGeometry8TVec3<f>	324	97.73	EQUIVALENT	L1: frame 96/128
mario/Enemy/Kumokun	execute__19TNerveKumokunSearchCFP24TSpineBase<10TLiveActor>	1496	98.30	EQUIVALENT	L2: frame 248/232
mario/Enemy/Kumokun	rotate__Q29JGeometry9TQuat4<f>CFRCQ29JGeometry8TVec3<f>RQ29JGeometry8TVec3<f>	152	90.39	EQUIVALENT	L1
mario/Enemy/Kumokun	execute__17TNerveKumokunWaitCFP24TSpineBase<10TLiveActor>	1028	95.88	UNSUPPORTED	stack: address-taken object extent differs (P 108..272 vs Q 112..264)
mario/Enemy/Koopa	execute__16TNerveKoopaTurnLCFP24TSpineBase<10TLiveActor>	408	99.93	EQUIVALENT	L1: frame 424/160
mario/Enemy/Koopa	execute__16TNerveKoopaTurnRCFP24TSpineBase<10TLiveActor>	400	99.93	EQUIVALENT	L1: frame 416/152
mario/Enemy/Koopa	execute__15TNerveKoopaWaitCFP24TSpineBase<10TLiveActor>	2268	99.83	UNSUPPORTED	stack: address-taken object layout differs (P 528 vs Q 416)
mario/Enemy/Koopa	execute__17TNerveKoopaTumbleCFP24TSpineBase<10TLiveActor>	464	99.89	EQUIVALENT	L1: frame 120/104
mario/Enemy/Koopa	execute__16TNerveKoopaFlameCFP24TSpineBase<10TLiveActor>	2740	99.86	UNSUPPORTED	stack: address-taken object layout differs (P 784 vs Q 460)
mario/Enemy/Koopa	control__11TKoopaFlameFv	240	94.33	EQUIVALENT	L2
mario/Enemy/Koopa	attack___11TKoopaFlameFP9THitActor	196	18.43	UNSUPPORTED	cfg: 4 vs 11 blocks
mario/Enemy/Koopa	receiveMessage__10TKoopaHeadFP9THitActorUl	792	98.46	EQUIVALENT	L2: frame 192/184
mario/Enemy/Koopa	receiveMessage__10TKoopaBodyFP9THitActorUl	692	97.22	EQUIVALENT	L2: frame 184/176
mario/Enemy/Koopa	KoopaNeckCallBack__9@unnamed@FP7J3DNodei	2516	93.72	DIFFERENT	block 12 effect 3 address differs: 0x3520 'lfs f6,28(r30)' vs 0x4318 'lfs f7,20(r30)'
mario/Enemy/Koopa	setUpHitActors__6TKoopaFv	1176	98.09	DIFFERENT	block 31 effect 7 address differs: 0x3138 'lfs f31,12(r3)' vs 0x3990 'lfs f29,44(r3)'
mario/Enemy/Koopa	getFlameDirRate__6TKoopaCFv	352	99.20	EQUIVALENT	L1: frame 240/144
mario/Enemy/Koopa	getTargetDir__6TKoopaCFRCQ29JGeometry8TVec3<f>	252	99.81	EQUIVALENT	L1: frame 232/192
mario/Enemy/Koopa	updateAnmSound__6TKoopaFv	200	99.50	DIFFERENT	block 6 return value f1 differs (0x19dc 'bclr 20,lt,0')
mario/Enemy/Koopa	init__6TKoopaFP12TLiveManager	1084	99.53	EQUIVALENT	L1: frame 336/288
mario/Enemy/Koopa	perform__6TKoopaFUlPQ26JDrama9TGraphics	1192	99.92	EQUIVALENT	L1: frame 496/416
mario/Enemy/Koopa	calcRootMatrix__6TKoopaFv	780	81.67	UNSUPPORTED	stack: access inside address-taken object differs (P 132 vs Q 92)
mario/Enemy/Kukku	init__10TKukkuBallFv	288	99.94	UNSUPPORTED	stack: address-taken object layout differs (P 108 vs Q 112)
mario/Enemy/Kukku	perform__10TKukkuBallFUlPQ26JDrama9TGraphics	676	97.17	DIFFERENT	block 12 effect 1: 0x22e0 'lfs f2,80(r29)' vs 0x3c94 'lwz r3,0(0)'
mario/Enemy/Kukku	calcRootMatrix__6TKukkuFv	984	98.84	EQUIVALENT	L1: frame 344/328
mario/Enemy/Kukku	calcMomentum__6TKukkuFf	284	95.77	EQUIVALENT	L1
mario/Enemy/Kukku	dropCoins__6TKukkuFv	1088	86.49	UNSUPPORTED	stack: address-taken slots only on one side
mario/Enemy/Kukku	set<f>__Q29JGeometry8TVec3<f>Ffff	16	0.00	UNSUPPORTED	ours: symbol missing
mario/Enemy/Kukku	execute__22TNerveKukkuGraphWanderCFP24TSpineBase<10TLiveActor>	984	94.57	UNSUPPORTED	stack: unpaired address-taken slot
mario/Enemy/Kukku	execute__15TNerveKukkuFallCFP24TSpineBase<10TLiveActor>	664	96.99	EQUIVALENT	L2
mario/Enemy/Kukku	execute__23TNerveKukkuRecoverGraphCFP24TSpineBase<10TLiveActor>	364	99.96	EQUIVALENT	L1
mario/Enemy/Amenbo	bind__7TAmenboFv	728	99.96	EQUIVALENT	L1
mario/Enemy/Amenbo	execute__18TNerveAmenboSearchCFP24TSpineBase<10TLiveActor>	1408	97.87	EQUIVALENT	L2: frame 280/256
mario/Enemy/Amenbo	execute__16TNerveAmenboTurnCFP24TSpineBase<10TLiveActor>	704	99.93	EQUIVALENT	L1
mario/Enemy/Amenbo	execute__16TNerveAmenboWalkCFP24TSpineBase<10TLiveActor>	856	97.62	EQUIVALENT	L2: frame 152/160
mario/Enemy/Amenbo	execute__20TNerveAmenboHitWaterCFP24TSpineBase<10TLiveActor>	664	96.20	EQUIVALENT	L2: frame 112/88
mario/Enemy/BathtubPeach	execute__17TNervePeachEscapeCFP24TSpineBase<10TLiveActor>	1324	99.12	UNSUPPORTED	stack: store-only slot at a different SP offset (possible outgoing argument): 0x82c 'stw r0,544(r1)' vs 0xbe8 'stw r0,336(r1)'
mario/Enemy/BathtubKiller	setMActorAndKeeper__14TBathtubKillerFv	368	88.09	EQUIVALENT	L2
mario/Enemy/BathtubKiller	bind__14TBathtubKillerFv	1004	99.97	EQUIVALENT	L1
mario/Enemy/BathtubKiller	perform__14TBathtubKillerFUlPQ26JDrama9TGraphics	1164	98.47	DIFFERENT	block 47 effect 0 call args differ: r4: 0x33c0 'bl 33c0 <perform__14TBathtubKillerFUlPQ26JDrama9TGraphics+0x464>' vs 0x441c 'bl 441c <perform__14TBathtubKillerFUlPQ26JDrama9TGraphics+0x468>'
mario/Enemy/BathtubKiller	moveChasing__14TBathtubKillerFv	604	98.24	DIFFERENT	block 15 return value f1 differs (0x2bb4 'bclr 20,lt,0')
mario/Enemy/BathtubKiller	makeQuat__14TBathtubKillerFQ29JGeometry8TVec3<f>ff	1532	97.27	EQUIVALENT	L1: frame 480/504
mario/Enemy/BathtubKiller	isAboided__14TBathtubKillerFv	836	98.73	EQUIVALENT	L2: frame 240/224
mario/Enemy/BathtubKiller	execute__25TNerveBathtubKillerWanderCFP24TSpineBase<10TLiveActor>	952	99.85	UNSUPPORTED	stack: inconsistent slot mapping (P 92 vs Q 96)
mario/Enemy/BathtubKiller	execute__24TNerveBathtubKillerChaseCFP24TSpineBase<10TLiveActor>	912	99.86	UNSUPPORTED	stack: inconsistent slot mapping (P 68 vs Q 88)
mario/Enemy/BathtubKiller	execute__32TNerveBathtubKillerChaseStraightCFP24TSpineBase<10TLiveActor>	1088	95.09	UNSUPPORTED	stack: inconsistent slot mapping (P 96 vs Q 132)
mario/Enemy/BathtubKiller	execute__27TNerveBathtubKillerStraightCFP24TSpineBase<10TLiveActor>	400	86.98	EQUIVALENT	L2: frame 72/88
mario/Enemy/BathtubKiller	execute__24TNerveBathtubKillerBreakCFP24TSpineBase<10TLiveActor>	284	99.94	EQUIVALENT	L1
mario/Enemy/BathtubKiller	execute__28TNerveBathtubKillerExplosionCFP24TSpineBase<10TLiveActor>	320	99.95	EQUIVALENT	L1
mario/Enemy/coasterkiller	bind__13TCoasterEnemyFv	220	99.87	EQUIVALENT	L1
mario/Enemy/coasterkiller	moveCoaster__13TCoasterEnemyFv	1712	96.04	EQUIVALENT	L2: saved 12/13 regs
mario/Enemy/coasterkiller	perform__14TCoasterKillerFUlPQ26JDrama9TGraphics	360	95.46	EQUIVALENT	L2: frame 88/80
mario/Enemy/TabePuku	updateTerrainCollsion__11TTPHitActorFv	420	93.04	DIFFERENT	block 3 branch: 0x2e6c 'bc 12,eq,2e9c <updateTerrainCollsion__11TTPHitActorFv+0xd8>' vs 0x4350 'bc 12,eq,4380 <updateTerrainCollsion__11TTPHitActorFv+0xd8>'
mario/Enemy/TabePuku	bind__11TTPHitActorFv	672	96.48	UNSUPPORTED	stack: access inside address-taken object differs (P 212 vs Q 224)
mario/Enemy/TabePuku	init__9TTabePukuFP12TLiveManager	432	99.95	EQUIVALENT	L1
mario/Enemy/TabePuku	bind__9TTabePukuFv	428	99.56	EQUIVALENT	L1: frame 224/176
mario/Enemy/TabePuku	getTakingMtx__9TTabePukuFv	388	93.45	DIFFERENT	block 0 effect 21 icall args differ: f3/f4/f5/f6/f7/f8: 0x2338 'bclrl 20,lt,0' vs 0x326c 'bclrl 20,lt,0'
mario/Enemy/TabePuku	swimTo__9TTabePukuFRCQ29JGeometry8TVec3<f>	2068	99.33	DIFFERENT	block 4 effect 10 icall args differ: f4: 0x182c 'bclrl 20,lt,0' vs 0x1de4 'bclrl 20,lt,0'
mario/Enemy/TabePuku	execute__19TNerveTabePukuFoundCFP24TSpineBase<10TLiveActor>	680	99.76	DIFFERENT	block 2 effect 10 icall args differ: f4: 0x104c 'bclrl 20,lt,0' vs 0x128c 'bclrl 20,lt,0'
mario/Enemy/TabePuku	execute__20TNerveTabePukuAttackCFP24TSpineBase<10TLiveActor>	912	99.86	UNSUPPORTED	stack: address-taken object layout differs (P 184 vs Q 200)
mario/Enemy/TabePuku	execute__18TNerveTabePukuDragCFP24TSpineBase<10TLiveActor>	864	99.76	UNSUPPORTED	stack: address-taken object extent differs (P 84..192 vs Q 116..216)
mario/Enemy/BathtubBinder	float___14TBathtubBinderFP10TLiveActor	1148	96.62	UNSUPPORTED	stack: access inside address-taken object differs (P 260 vs Q 228)
mario/Enemy/limitkoopa	loadAfter__11TLimitKoopaFv	1216	99.79	UNSUPPORTED	stack: address-taken object layout differs (P 300 vs Q 276)
mario/Enemy/limitkoopa	perform__11TLimitKoopaFUlPQ26JDrama9TGraphics	844	99.90	EQUIVALENT	L1: frame 368/280
mario/Enemy/limitkoopa	bind__11TLimitKoopaFv	360	99.92	EQUIVALENT	L1
mario/Enemy/limitkoopa	startHipDrop__11TLimitKoopaFv	520	91.55	DIFFERENT	block 4 branch: 0xfd4 'bc 4,eq,fec <startHipDrop__11TLimitKoopaFv+0x184>' vs 0x1a48 'bc 4,eq,1a60 <startHipDrop__11TLimitKoopaFv+0x1a0>'
mario/Enemy/limitkoopa	setUpHitActors__11TLimitKoopaFv	1088	94.90	DIFFERENT	block 10 effect 2 address differs: 0xad4 'lfs f1,36(r31)' vs 0x10d4 'lfs f7,624(r3)'
mario/Enemy/limitkoopajr	moveRun__13TLimitKoopaJrFv	932	99.58	EQUIVALENT	L1: frame 280/256
mario/Enemy/limitkoopajr	execute__21TNerveLimitKoopaJrRunCFP24TSpineBase<10TLiveActor>	424	99.80	EQUIVALENT	L1: frame 96/104
mario/Enemy/limitkoopajr	execute__22TNerveLimitKoopaJrWaitCFP24TSpineBase<10TLiveActor>	884	99.85	EQUIVALENT	L1
mario/GC2D/Menu	perform__9TMenuBaseFUlPQ26JDrama9TGraphics	152	99.87	UNSUPPORTED	stack: address-taken object extent differs (P 24..280 vs Q 32..280)
mario/GC2D/Menu	__ct__10TMenuPlaneFPC13TMarioGamePadP7J2DPaneUlUl	464	93.07	UNSUPPORTED	stack: address-taken object extent differs (P 160..1216 vs Q 156..1208)
mario/GC2D/GCConsole2	load__11TGCConsole2FR20JSUMemoryInputStream	3776	99.88	EQUIVALENT	L2
mario/GC2D/GCConsole2	loadAfter__11TGCConsole2Fv	5128	99.70	UNSUPPORTED	stack: access inside address-taken object differs (P 1388 vs Q 1020)
mario/GC2D/GCConsole2	startCameraDemo__11TGCConsole2Fv	2336	99.08	UNSUPPORTED	stack: address-taken object layout differs (P 484 vs Q 368)
mario/GC2D/GCConsole2	startDisappearCoin__11TGCConsole2Fv	720	98.19	DIFFERENT	block 16 effect 0 call args differ: f2: 0xbec0 'bl bec0 <startDisappearCoin__11TGCConsole2Fv+0x170>' vs 0xc1f4 'bl c1f4 <startDisappearCoin__11TGCConsole2Fv+0x170>'
mario/GC2D/GCConsole2	startInsertLife__11TGCConsole2Fi	1212	99.76	EQUIVALENT	L1: frame 744/736
mario/GC2D/GCConsole2	startAppearLife__11TGCConsole2Fi	1384	99.82	EQUIVALENT	L1
mario/GC2D/GCConsole2	startAppearTelop__11TGCConsole2Fb	472	99.34	UNSUPPORTED	stack: address-taken object extent differs (P 92..240 vs Q 60..192)
mario/GC2D/GCConsole2	pauseOut__11TGCConsole2Fv	916	99.67	EQUIVALENT	L1
mario/GC2D/GCConsole2	startAppearBalloon__11TGCConsole2FUlb	696	98.02	UNSUPPORTED	cfg: 22 vs 21 blocks
