caller_nonexact_bytes	unit	symbol	ours	map	delta	nonexact_callers(size,fuzzy)
0	mario/MoveBG/MapObjLib	__ct__16TMapObjVibrationFv	4	32	-28	
0	mario/MoveBG/MapObjLib	movement__16TMapObjVibrationFv	4	240	-236	
0	mario/MoveBG/MapObjLib	startQuickly__16TMapObjVibrationFf	4	16	-12	
0	mario/MoveBG/MapObjLib	startSlowly__16TMapObjVibrationFf	4	136	-132	
0	mario/MoveBG/MapObjLib	emitAndRotate__11TMapObjBaseCFlUcPCQ29JGeometry8TVec3<f>	4	184	-180	
0	mario/MoveBG/MapObjLib	actorIsOn__11TMapObjBaseCFP10TLiveActor	4	64	-60	
0	mario/MoveBG/MapObjLib	newAndInitBuildingCollisionStatic__11TMapObjBaseFiP10TLiveActor	4	148	-144	
0	mario/MoveBG/MapObjLib	throwObjToOverhead__11TMapObjBaseCFP11TMapObjBaseff	4	152	-148	
0	mario/MoveBG/MapObjMamma	control__11TWatermelonFv	88	164	-76	
0	mario/MoveBG/MapObjMamma	endDemo__13TShiningStoneFv	132	152	-20	
0	mario/MoveBG/MapObjMamma	isDown__9TSandBaseCFv	32	52	-20	
0	mario/MoveBG/MapObjManager	loadMatTable__14TMapObjManagerFPCc	56	52	4	
0	mario/MoveBG/MapObjPinna	attachCoin__9TShellCupFP5TCoini	16	48	-32	
0	mario/MoveBG/MapObjPlane	weather__12TMapObjPlaneFv	4	256	-252	
0	mario/MoveBG/MapObjPole	registerObj__18TMapObjPoleManagerFP11TMapObjPole	4	160	-156	
0	mario/MoveBG/MapObjPole	loadPole__18TMapObjPoleManagerFPQ218TMapObjPoleManager15TMapObjPoleInfoP11TMapObjPolePCc	4	128	-124	
0	mario/MoveBG/MapObjPole	__ct__11TMapObjPoleFPCc	68	92	-24	
0	mario/MoveBG/MapObjPole	load__11TMapObjPoleFR20JSUMemoryInputStream	4	224	-220	
0	mario/MoveBG/MapObjRicco	pullUp__12TFruitSwitchFv	96	144	-48	
0	mario/MoveBG/MapObjTown	load__10TShadowObjFR20JSUMemoryInputStream	96	112	-16	
0	mario/MoveBG/Pool	makePoolUnlimited__5TPoolFv	4	20	-16	
0	mario/NPC/NpcChange	isNerveCanGoToThrow__8TBaseNPCCFv	4	176	-172	
0	mario/NPC/NpcEvent	CheckNerve4Npc___FP32TSpcTypedInterp<13TEventWatcher>Ulb	532	556	-24	
0	mario/NPC/NpcManager	changeTextureToStraw___18TMonteWBaseManagerFP12J3DModelData	4	64	-60	
0	mario/NPC/NpcManager	changeTextureToStraw___18TMonteMBaseManagerFP12J3DModelData	4	64	-60	
0	mario/Player/MarioAccess	SMS_GetMarioWork__Fi	4	20	-16	
0	mario/Player/MarioAccess	SMS_IsMarioSpeedZero__Fv	36	52	-16	
0	mario/Player/MarioAccess	SMS_IsMarioNoCap__Fv	48	56	-8	
0	mario/Player/MarioAccess	SMS_IsStatusHipDropOrHipDropEnd__FP9THitActor	4	40	-36	
0	mario/Player/MarioAccess	SMS_IsMarioStatusHipDropEnd__Fv	4	36	-32	
0	mario/Player/MarioCap	addDirty__9TMarioCapFv	4	144	-140	
0	mario/Player/MarioCheckCol	hitSurfingBoard__6TMarioFP9THitActor	4	144	-140	
0	mario/Player/MarioCheckCol	hitPool__6TMarioFP9THitActor	4	136	-132	
0	mario/Player/MarioCheckCol	hitPull__6TMarioFP9THitActor	4	196	-192	
0	mario/Player/MarioCheckCol	hitHipDrop__6TMarioFP9THitActor	112	116	-4	
0	mario/Player/MarioDraw	thinkDashEffect__6TMarioFv	4	252	-248	
0	mario/Player/MarioDraw	getJumpIntoWaterModelData__6TMarioFv	4	36	-32	
0	mario/Player/MarioJump	checkWallJumping__6TMarioFv	84	96	-12	
0	mario/Player/MarioJump	doSpinJumping__6TMarioFv	4	328	-324	
0	mario/Player/MarioMove	view1stMove__6TMarioFv	4	168	-164	
0	mario/Player/MarioMove	talkMove__6TMarioFv	4	92	-88	
0	mario/Player/MarioMove	canReadBillboard__6TMarioFi	4	112	-108	
0	mario/Player/MarioMove	getActorMtx__6TMarioFRC9THitActorPA4_f	4	240	-236	
0	mario/Player/MarioMove	checkStickSmash__6TMarioFv	4	36	-32	
0	mario/Player/MarioMove	doReturn__6TMarioFv	4	156	-152	
0	mario/Player/MarioMove	checkGraffitoLava__6TMarioFv	4	536	-532	
0	mario/Player/MarioMove	checkGraffitoDamage__6TMarioFv	4	464	-460	
0	mario/Player/MarioMove	setStatusToRunning__6TMarioFUlUl	216	220	-4	
0	mario/Player/MarioMove	isTurnning__6TMarioFv	4	44	-40	
0	mario/Player/MarioMove	isTurnStart__6TMarioFv	4	80	-76	
0	mario/Player/MarioMove	isSlipLimit__6TMarioFv	4	32	-28	
0	mario/Player/MarioMove	changePos__6TMarioFRC3Vec	4	28	-24	
0	mario/Player/MarioMove	isSpeedZero__6TMarioFv	4	56	-52	
0	mario/Player/MarioMove	getGroundJumpPower__6TMarioCFv	4	60	-56	
0	mario/Player/MarioParticle	rippleEffectSmall__6TMarioFv	36	40	-4	
0	mario/Player/MarioParticle	emitRecover__6TMarioFv	88	100	-12	
0	mario/Player/MarioRun	doBraking__6TMarioFf	104	108	-4	
0	mario/Player/MarioRun	doSlipping__6TMarioFf	4	120	-116	
0	mario/Player/MarioRun	changePlayerPower__6TMarioFfUlUl	4	96	-92	
0	mario/Player/MarioRun	postureControl__6TMarioFv	4	16	-12	
0	mario/Player/MarioSound	startVoiceYoshi__6TMarioFUl	4	44	-40	
0	mario/Player/MarioSpecial	setPullingAnm__6TMarioFRCQ29JGeometry8TVec3<f>f	4	216	-212	
0	mario/Player/MarioSpecial	hangingCommon__6TMarioFii	4	120	-116	
0	mario/Player/MarioSpecial	barJumpSetting__6TMarioFv	4	140	-136	
0	mario/Player/MarioWait	checkPutStart__6TMarioFv	4	312	-308	
0	mario/Player/ModelWaterManager	splashWallPosSize__18TModelWaterManagerFRCQ29JGeometry8TVec3<f>f	4	144	-140	
0	mario/Player/ModelWaterManager	touchingExec__18TModelWaterManagerFi	4	204	-200	
0	mario/Player/Tongue	rest__12TYoshiTongueFRCQ29JGeometry8TVec3<f>RCQ29JGeometry8TVec3<f>	4	304	-300	
0	mario/Player/WaterGun	endDashEffect__9TWaterGunFv	4	40	-36	
0	mario/Player/WaterGun	startDashEffect__9TWaterGunFv	4	40	-36	
0	mario/Player/WaterGun	getWillBeEmitted__9TWaterGunFv	4	144	-140	
0	mario/Player/WaterGun	getWaterGunAnmID__9TWaterGunFi	4	28	-24	
0	mario/Player/WaterGun	finalDrawInitialize__9TWaterGunFv	4	36	-32	
0	mario/Player/WaterGun	entryAll__9TWaterGunFv	4	52	-48	
0	mario/Player/WaterGun	__ct__13TNozzleButtonFPCcPCcP9TWaterGun	60	68	-8	
0	mario/Player/Yoshi	appear__6TYoshiFv	4	272	-268	
0	mario/Player/Yoshi	changeHand__6TYoshiFv	532	460	72	
0	mario/Player/Yoshi	startVoice__6TYoshiFUl	4	44	-40	
0	mario/PowerPC_EABI_Support/Msl/MSL_C/MSL_Common_Embedded/ansi_fp	__dec2num	256	676	-420	
0	mario/Strategic/liveinterp	linSetSubBck__FP29TSpcTypedInterp<10TLiveActor>Ul	4	436	-432	
0	mario/Strategic/spcinterp	referByName__10TSpcInterpFPCc	88	316	-228	
0	mario/Strategic/spcinterp	referByIndex__10TSpcInterpFUl	4	76	-72	
0	mario/Strategic/spcinterp	invokeByName__10TSpcInterpFPCcUl	92	340	-248	
0	mario/Strategic/spcinterp	invokeByAddress__10TSpcInterpFUlUl	4	484	-480	
0	mario/Strategic/spcinterp	callByName__10TSpcInterpFPCcUl	44	552	-508	
0	mario/Strategic/spcinterp	callByAddress__10TSpcInterpFUlUl	4	1804	-1800	
0	mario/System/Application	initialize_processMeter__12TApplicationFv	4	132	-128	
0	mario/System/CardManager	writeCardSector___12TCardManagerFP12CARDFileInfolP11TCardSectorPQ212TCardManager9TCriteria	264	260	4	
0	mario/System/CardManager	getLoadIndex__12TCardManagerFPQ212TCardManager9TCriteria	4	92	-88	
0	mario/System/CardManager	read__11TCardSectorFP12CARDFileInfolPQ212TCardManager9TCriteria	260	200	60	
0	mario/System/EventWatcher	evSetEventEnd__FP32TSpcTypedInterp<13TEventWatcher>Ul	4	328	-324	
0	mario/System/EventWatcher	evSetEventStart__FP32TSpcTypedInterp<13TEventWatcher>Ul	4	372	-368	
0	mario/System/FlagManager	end__12TFlagManagerFv	4	52	-48	
0	mario/System/MarDirectorDirect	decideNextStageOfMiss__Fv	4	268	-264	
0	mario/System/MarDirectorEvent	fireStageEvent__12TMarDirectorFP11TMapObjBase	4	76	-72	
0	mario/System/MarDirectorEvent	fireDemoMovie__12TMarDirectorFUlP10TLiveActor	4	8	-4	
0	mario/System/MarDirectorEvent	updateFlag__12TMarDirectorFP8TBaseNPCUlUl	4	8	-4	
0	mario/System/MarDirectorEvent	getTalkMsgID__12TMarDirectorFP8TBaseNPC	4	64	-60	
0	mario/System/MarDirectorEvent	is3BarrelNear__FRC8TBaseNPC	4	292	-288	
0	mario/System/MarDirectorEvent	isNearMapObj__FRCQ26JDrama6TActorPCcf	4	220	-216	
0	mario/System/MarioGamePad	keepRumble__13TMarioGamePadFQ213TMarioGamePad5TType	4	72	-68	
0	mario/System/MarioGamePad	rumble__13TMarioGamePadFQ213TMarioGamePad5TTypeUl	4	56	-52	
0	mario/System/MarioGamePad	considerMarioStick__13TMarioGamePadFPf	148	144	4	
0	mario/System/ProcessMeter	draw__13TProcessMeterFRC7JUTRect	4	2464	-2460	
0	mario/System/Resolution	SMSGetDisplayHeightMax__Fv	8	116	-108	
0	mario/System/Resolution	SMSGetDisplayWidthMax__Fv	8	116	-108	
0	mario/System/TimeRec	suppleGXTime__8TTimeRecFv	4	104	-100	
0	mario/System/TimeRec	drawSyncCallbackSt__8TTimeRecFUs	4	92	-88	
0	mario/System/TimeRec	end__8TTimeRecFv	4	52	-48	
0	mario/dolphin/mtx/mtx	C_MTXIdentity	48	60	-12	
0	mario/dolphin/os/OS	__OSInitFPRs	296	132	164	
